recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate
54,Engineering,Backend Developer,169,24,3283.74,Job Portal,0.82
55,Sales,Account Executive,283,69,2557.6,Job Portal,0.63
56,Sales,Account Executive,115,66,3805.07,Referral,0.77
57,HR,Recruitment Specialist,229,53,6582.56,Job Portal,0.68
58,Engineering,Backend Developer,57,7,1720.48,LinkedIn,0.57
59,HR,HR Coordinator,70,75,2719.4,Referral,0.71
60,Engineering,Backend Developer,217,10,1395.59,LinkedIn,0.58
61,Engineering,Backend Developer,66,52,8692.27,LinkedIn,0.44
62,Engineering,Data Engineer,258,43,7969.21,Referral,0.94
63,Sales,Account Executive,39,69,3723.03,Recruiter,0.58
64,Sales,Sales Representative,174,8,8484.45,Job Portal,0.34
65,Marketing,Marketing Specialist,92,41,887.08,Referral,0.96
66,HR,HR Manager,15,25,5287.2,Recruiter,0.4
67,Product,Product Manager,163,81,5047.87,LinkedIn,0.5
68,Finance,Finance Manager,166,31,2819.48,Referral,0.82
69,HR,HR Manager,29,48,5029.37,LinkedIn,0.85
70,HR,HR Coordinator,261,48,3643.03,Job Portal,0.98
71,Sales,Business Development Manager,46,71,5151.87,Referral,0.49
72,Engineering,Data Engineer,21,13,1683.99,Referral,1.0
73,Product,UI Designer,113,82,4733.63,Recruiter,0.89
74,HR,Recruitment Specialist,229,41,7295.83,Referral,0.3
75,HR,HR Coordinator,27,72,9171.65,Recruiter,0.82
76,HR,HR Manager,207,88,6989.4,Job Portal,0.68
77,Marketing,SEO Analyst,203,46,8676.1,Referral,0.81
78,Sales,Sales Associate,39,15,1250.63,LinkedIn,0.48
79,Sales,Account Executive,149,9,6387.78,Referral,0.33
80,Marketing,Marketing Specialist,206,57,1278.35,Referral,0.89
81,Marketing,Social Media Manager,260,35,4017.55,Job Portal,0.77
82,Marketing,Content Strategist,111,20,8901.26,Recruiter,0.74
83,Product,Product Analyst,273,78,5742.08,Job Portal,0.68
84,Marketing,Content Strategist,58,47,5684.73,LinkedIn,0.71
85,Product,UI Designer,15,62,3057.1,LinkedIn,0.62
86,Sales,Business Development Manager,84,70,3472.28,Referral,0.74
87,Marketing,Social Media Manager,19,30,8978.96,LinkedIn,0.52
88,Sales,Sales Representative,198,32,3271.83,Referral,0.92
89,Engineering,DevOps Engineer,121,17,2391.31,Job Portal,0.92
90,HR,Talent Acquisition,31,11,3100.96,LinkedIn,0.42
91,Finance,Accountant,170,40,3777.39,Recruiter,0.5
92,Sales,Business Development Manager,72,62,7243.13,LinkedIn,0.78
93,Sales,Account Executive,288,45,9075.61,Recruiter,0.5
94,Product,UI Designer,168,14,3759.25,Recruiter,0.35
95,Finance,Accountant,222,51,1042.0,LinkedIn,0.59
96,Engineering,DevOps Engineer,20,21,5123.56,Job Portal,0.33
97,Engineering,Backend Developer,224,85,9739.16,LinkedIn,0.92
98,HR,Talent Acquisition,71,42,744.7,LinkedIn,0.86
99,Marketing,Social Media Manager,109,31,5204.21,Recruiter,0.72
100,HR,Talent Acquisition,250,70,8574.29,LinkedIn,0.56
101,Product,UX Designer,199,47,8970.9,LinkedIn,0.39
102,Finance,Finance Manager,261,43,6548.57,Recruiter,0.38
103,Product,UI Designer,212,48,653.42,Referral,0.7
104,Product,Product Analyst,85,64,3332.0,Job Portal,0.93
105,Marketing,Marketing Specialist,141,76,2952.52,LinkedIn,0.4
106,Marketing,Marketing Specialist,30,24,6696.6,LinkedIn,0.95
107,Product,Product Manager,14,60,9671.09,Recruiter,0.94
108,Finance,Accountant,172,77,6409.11,Recruiter,0.93
109,Sales,Sales Associate,133,46,2136.86,Referral,0.46
110,HR,Recruitment Specialist,44,24,5010.5,LinkedIn,0.94
111,Finance,Financial Analyst,23,8,1306.74,Job Portal,0.63
112,Finance,Finance Manager,106,13,2321.94,Referral,0.6
113,HR,HR Manager,214,43,4115.89,LinkedIn,0.74
114,Finance,Accountant,34,44,5569.96,LinkedIn,0.95
115,Sales,Sales Representative,91,16,1565.72,Job Portal,0.63
116,HR,HR Coordinator,261,71,2174.15,Job Portal,1.0
117,Finance,Financial Analyst,158,79,5434.27,LinkedIn,0.35
118,Marketing,Marketing Specialist,98,68,8425.01,Referral,0.73
119,HR,HR Manager,73,41,7941.8,Job Portal,0.97
120,Finance,Payroll Specialist,126,71,4158.29,Recruiter,0.86
121,Sales,Business Development Manager,149,42,1380.35,Job Portal,0.48
122,Marketing,SEO Analyst,40,47,8072.42,Recruiter,0.6
123,Sales,Sales Associate,85,40,5018.7,Recruiter,0.35
124,Finance,Finance Manager,168,77,3225.73,Job Portal,0.98
125,Marketing,Content Strategist,140,29,5463.23,Referral,0.76
126,HR,Recruitment Specialist,299,24,6009.35,Recruiter,0.63
127,Marketing,Social Media Manager,228,71,3364.99,LinkedIn,0.33
128,Product,Product Manager,56,17,6389.51,Recruiter,0.76
129,Product,Product Analyst,30,26,622.73,Referral,0.41
130,Sales,Business Development Manager,266,38,3393.83,Job Portal,0.36
131,Product,UI Designer,294,66,9525.74,Referral,0.32
132,Engineering,Software Engineer,39,57,8225.95,Job Portal,0.95
133,Finance,Financial Analyst,206,33,611.73,Referral,0.78
134,Product,Product Analyst,224,74,5985.08,Job Portal,0.52
135,Engineering,DevOps Engineer,189,70,8091.35,Recruiter,0.35
136,Finance,Accountant,119,29,3174.34,Referral,0.9
137,Engineering,DevOps Engineer,267,69,5912.18,Referral,0.8
138,Marketing,Social Media Manager,77,11,7811.42,LinkedIn,0.74
139,Marketing,Marketing Specialist,67,76,2802.17,Referral,0.83
140,HR,Talent Acquisition,139,38,7866.84,LinkedIn,0.97
141,Marketing,Content Strategist,227,65,7380.87,Referral,0.39
142,Product,Product Analyst,170,76,2224.03,Recruiter,0.56
143,Marketing,Content Strategist,120,48,4122.31,Recruiter,0.33
144,Product,Product Manager,229,65,7904.01,Job Portal,0.48
145,Engineering,DevOps Engineer,76,15,6534.17,Job Portal,0.5
146,Finance,Accountant,231,70,5356.21,LinkedIn,0.89
147,Marketing,Social Media Manager,218,71,4201.85,Referral,0.73
148,Marketing,Marketing Specialist,127,27,3668.52,Recruiter,0.37
149,Sales,Sales Associate,151,28,4875.95,LinkedIn,0.61
150,Engineering,Data Engineer,52,85,4455.84,LinkedIn,0.63
151,Marketing,Content Strategist,204,16,2601.83,LinkedIn,0.5
152,Product,UI Designer,268,80,8120.24,LinkedIn,0.95
153,Product,Product Analyst,151,49,9776.66,Job Portal,0.71
154,Product,Product Analyst,129,13,5208.43,LinkedIn,0.54
155,Marketing,Marketing Specialist,210,15,9778.66,Job Portal,0.98
156,HR,HR Manager,170,62,3971.72,LinkedIn,0.82
157,Sales,Business Development Manager,42,83,3736.82,Referral,0.92
158,Finance,Payroll Specialist,153,30,9073.01,Referral,0.84
159,Engineering,Software Engineer,93,87,9649.69,Job Portal,0.6
160,Finance,Payroll Specialist,229,72,3084.3,LinkedIn,0.36
161,Marketing,Social Media Manager,69,38,9308.78,LinkedIn,0.67
162,HR,HR Coordinator,249,56,1742.33,LinkedIn,0.52
163,Sales,Sales Representative,176,76,6881.6,Job Portal,0.33
164,Engineering,Data Engineer,227,53,8900.1,Recruiter,0.51
165,Sales,Business Development Manager,211,32,4381.08,Job Portal,0.95
166,Sales,Business Development Manager,111,88,1941.41,Referral,0.39
167,Sales,Business Development Manager,293,86,9020.82,Referral,0.66
168,Finance,Financial Analyst,209,11,7846.71,LinkedIn,0.39
169,Sales,Sales Associate,49,59,1088.33,Recruiter,0.43
170,Product,Product Analyst,262,41,4605.84,Recruiter,0.62
171,Marketing,Social Media Manager,13,39,7387.51,Referral,0.85
172,Product,Product Manager,152,74,5098.01,Referral,1.0
173,Marketing,Marketing Specialist,158,59,9207.6,Referral,0.37
174,Product,UI Designer,60,64,862.6,Referral,0.43
175,Marketing,Social Media Manager,69,13,7289.57,LinkedIn,0.64
176,Product,UI Designer,247,38,9389.2,Recruiter,0.56
177,HR,Talent Acquisition,85,32,2850.92,Referral,0.71
178,HR,HR Manager,206,35,7590.24,Referral,0.73
179,Sales,Sales Representative,76,24,3990.67,LinkedIn,0.53
180,Product,Product Analyst,276,44,3689.65,Recruiter,0.93
181,Engineering,Backend Developer,299,34,5462.76,Recruiter,0.52
182,HR,Talent Acquisition,54,71,6462.68,Recruiter,0.37
183,Finance,Payroll Specialist,158,74,6988.38,Referral,0.52
184,Marketing,Social Media Manager,191,22,5066.52,LinkedIn,0.55
185,Sales,Sales Representative,195,13,9306.9,Job Portal,0.64
186,Finance,Payroll Specialist,42,84,2597.21,Referral,0.86
187,Finance,Payroll Specialist,207,58,8530.68,Recruiter,0.98
188,Engineering,Data Engineer,169,8,8465.87,LinkedIn,0.32
189,Product,Product Analyst,266,25,1724.32,Recruiter,0.79
190,Product,Product Analyst,257,19,3998.65,Recruiter,0.39
191,Marketing,Content Strategist,111,81,5797.08,Referral,0.96
192,Marketing,SEO Analyst,195,71,7498.28,Recruiter,0.97
193,HR,HR Coordinator,237,41,9026.8,LinkedIn,0.57
194,HR,Recruitment Specialist,270,35,9710.15,Recruiter,0.44
195,Finance,Finance Manager,247,46,3195.14,Recruiter,0.4
196,Finance,Accountant,167,83,7096.08,LinkedIn,0.7
197,Finance,Accountant,138,85,7799.38,Referral,0.51
198,Marketing,Social Media Manager,248,67,4421.61,Referral,0.51
199,Finance,Finance Manager,109,50,2791.26,LinkedIn,0.75
200,Product,Product Analyst,59,19,7565.42,Job Portal,0.75
201,Marketing,Marketing Specialist,75,75,4351.53,LinkedIn,0.97
202,HR,Recruitment Specialist,274,47,2305.49,Recruiter,0.46
203,Engineering,Data Engineer,260,61,680.18,Referral,0.31
204,HR,Recruitment Specialist,41,64,4096.76,Referral,0.39
205,Marketing,SEO Analyst,270,36,2373.2,LinkedIn,0.58
206,Marketing,SEO Analyst,172,50,6664.75,Recruiter,0.75
207,HR,HR Manager,56,53,7769.29,Recruiter,0.82
208,HR,Talent Acquisition,145,15,2355.49,Recruiter,0.31
209,Marketing,Marketing Specialist,133,61,9667.5,Job Portal,0.34
210,Sales,Account Executive,204,8,2326.33,LinkedIn,0.78
211,HR,HR Manager,284,78,3438.63,Referral,0.37
212,Finance,Accountant,185,76,4264.48,Referral,0.52
213,Product,UX Designer,180,77,7315.96,Job Portal,0.3
214,HR,Talent Acquisition,88,11,8492.36,LinkedIn,0.34
215,Engineering,Backend Developer,231,72,5908.15,Referral,0.84
216,Marketing,Social Media Manager,195,42,1284.13,LinkedIn,0.85
217,Engineering,Software Engineer,102,46,9094.75,Referral,0.98
218,Engineering,DevOps Engineer,31,61,3055.65,Recruiter,0.43
219,Sales,Sales Associate,116,28,6690.72,Recruiter,0.92
220,HR,HR Coordinator,256,32,8349.54,Referral,0.45
221,Finance,Payroll Specialist,16,30,8704.3,LinkedIn,0.62
222,Product,UI Designer,115,59,2247.42,Recruiter,0.79
223,HR,HR Coordinator,251,34,530.2,Job Portal,0.58
224,Marketing,Social Media Manager,264,17,9472.32,Job Portal,0.44
225,HR,HR Manager,21,68,3794.31,Recruiter,0.58
226,Sales,Sales Associate,22,38,6067.12,LinkedIn,0.45
227,Finance,Finance Manager,105,38,8132.03,Job Portal,0.4
228,Marketing,Social Media Manager,274,87,3380.5,Recruiter,0.97
229,Marketing,Social Media Manager,71,88,9898.46,Referral,0.84
230,Engineering,Backend Developer,180,57,1176.62,Recruiter,0.38
231,Marketing,Content Strategist,277,55,4084.56,LinkedIn,0.34
232,Sales,Business Development Manager,96,56,2694.62,Recruiter,0.68
233,Engineering,DevOps Engineer,66,65,1903.36,Recruiter,0.81
234,HR,HR Coordinator,217,19,3814.21,Referral,0.6
235,Finance,Finance Manager,260,65,4208.07,LinkedIn,0.68
236,Finance,Accountant,237,81,8563.21,LinkedIn,0.85
237,Marketing,SEO Analyst,67,48,7024.82,LinkedIn,0.86
238,Finance,Finance Manager,151,80,7634.36,Referral,0.87
239,HR,HR Manager,202,86,6665.3,Referral,0.93
240,Product,UX Designer,163,25,6949.86,Job Portal,0.69
241,Finance,Finance Manager,273,88,2803.15,LinkedIn,0.99
242,Engineering,Software Engineer,143,49,7432.78,Recruiter,0.67
243,Marketing,Social Media Manager,114,65,6073.81,LinkedIn,0.7
244,Sales,Sales Representative,294,38,7836.7,Referral,0.54
245,Finance,Finance Manager,158,41,4069.06,Referral,0.62
246,Finance,Payroll Specialist,93,13,3631.2,Recruiter,0.46
247,Marketing,Marketing Specialist,72,28,1988.4,LinkedIn,0.92
248,Product,Product Analyst,274,53,5871.79,LinkedIn,0.6
249,Engineering,DevOps Engineer,168,80,3588.57,LinkedIn,0.79
250,Product,Product Manager,225,32,7310.02,Recruiter,0.77
251,Marketing,SEO Analyst,131,88,8307.68,Job Portal,0.67
252,Sales,Business Development Manager,216,64,7994.52,Referral,0.94
253,Product,Product Manager,296,78,6334.87,Recruiter,0.79
254,Product,UI Designer,170,52,1864.19,Referral,0.7
255,Marketing,Content Strategist,168,11,4771.47,Referral,0.95
256,Product,UX Designer,253,44,8385.09,LinkedIn,0.95
257,Marketing,Marketing Specialist,140,34,6582.47,Job Portal,0.56
258,Finance,Payroll Specialist,10,45,6543.55,Job Portal,0.69
259,Sales,Business Development Manager,150,10,7563.36,Recruiter,0.88
260,HR,Recruitment Specialist,82,66,1724.58,Referral,0.83
261,Engineering,Data Engineer,142,60,6878.26,Referral,0.66
262,Marketing,Marketing Specialist,16,11,3064.82,LinkedIn,0.95
263,Product,UI Designer,250,13,6121.96,Job Portal,0.58
264,HR,HR Manager,56,54,6195.85,Referral,0.31
265,Finance,Financial Analyst,16,47,2220.7,LinkedIn,0.96
266,Sales,Account Executive,68,26,6885.48,LinkedIn,0.36
267,Sales,Account Executive,123,50,7240.56,LinkedIn,0.87
268,Finance,Finance Manager,266,46,4448.88,Referral,0.86
269,Finance,Finance Manager,258,71,5983.42,Job Portal,0.68
270,Engineering,Backend Developer,177,83,3994.09,Referral,0.99
271,HR,Recruitment Specialist,162,17,8601.21,Recruiter,0.68
272,Marketing,Social Media Manager,218,7,6646.3,LinkedIn,0.69
273,Finance,Financial Analyst,14,83,5661.29,LinkedIn,0.42
274,Sales,Sales Representative,176,60,9461.55,Job Portal,0.39
275,Finance,Financial Analyst,96,56,7757.14,Job Portal,0.55
276,Finance,Financial Analyst,49,78,3389.08,LinkedIn,0.86
277,Product,UX Designer,154,67,1915.16,Referral,0.64
278,Sales,Sales Associate,90,69,815.08,Referral,0.88
279,Sales,Sales Representative,63,41,5808.18,Job Portal,0.49
280,Sales,Sales Representative,206,30,2746.17,LinkedIn,0.44
281,Finance,Accountant,164,9,8629.89,Job Portal,0.54
282,Marketing,SEO Analyst,198,46,556.15,Referral,0.89
283,Product,UI Designer,115,16,2010.09,Referral,0.79
284,Product,UI Designer,240,41,4010.98,LinkedIn,0.79
285,Sales,Sales Associate,142,56,7020.17,Recruiter,0.75
286,Engineering,Backend Developer,260,47,5682.57,LinkedIn,0.49
287,Product,UI Designer,148,42,3656.04,LinkedIn,0.91
288,Engineering,DevOps Engineer,250,51,2761.53,Recruiter,0.62
289,Marketing,SEO Analyst,232,48,2681.63,LinkedIn,0.48
290,Marketing,Content Strategist,266,20,8347.9,Referral,0.37
291,Product,UX Designer,298,30,3408.62,Referral,0.99
292,Finance,Payroll Specialist,155,55,9104.89,Referral,0.58
293,Product,UX Designer,249,15,746.25,Job Portal,0.79
294,Engineering,Data Engineer,160,51,877.58,LinkedIn,0.95
295,Marketing,Social Media Manager,129,77,9970.84,Referral,0.32
296,Product,UI Designer,67,70,6349.02,Recruiter,0.93
297,HR,Talent Acquisition,106,48,9614.7,Recruiter,0.94
298,Engineering,Backend Developer,148,49,2223.75,Referral,0.45
299,Finance,Financial Analyst,50,41,8846.35,Referral,0.53
300,Product,Product Manager,251,83,6792.61,Job Portal,0.92
301,Marketing,Content Strategist,171,60,2462.42,Referral,0.65
302,Finance,Financial Analyst,64,54,7886.17,Job Portal,0.88
303,HR,Talent Acquisition,69,56,4241.64,LinkedIn,0.3
304,Sales,Business Development Manager,24,61,5390.98,Recruiter,0.64
305,HR,Talent Acquisition,28,11,9181.57,Referral,0.67
306,Engineering,Data Engineer,293,87,4019.77,Recruiter,0.74
307,Sales,Sales Representative,37,51,5572.11,Job Portal,0.58
308,Engineering,Backend Developer,80,17,3204.96,Referral,0.31
309,Marketing,Content Strategist,238,28,4847.47,LinkedIn,0.65
310,Marketing,Content Strategist,280,50,2679.86,LinkedIn,0.69
311,Finance,Payroll Specialist,19,50,6773.3,Recruiter,0.55
312,Engineering,Software Engineer,293,55,4938.01,Referral,0.93
313,Sales,Business Development Manager,149,61,7663.67,Job Portal,0.51
314,Product,UX Designer,241,23,8750.06,Referral,0.33
315,Sales,Business Development Manager,153,59,6368.72,Recruiter,0.9
316,Sales,Business Development Manager,295,71,1856.44,LinkedIn,1.0
317,Marketing,Marketing Specialist,172,21,4331.16,LinkedIn,0.87
318,HR,Recruitment Specialist,155,22,2663.97,Referral,0.45
319,Marketing,SEO Analyst,20,19,9106.04,LinkedIn,0.43
320,Product,Product Manager,51,41,5025.96,LinkedIn,0.36
321,Sales,Sales Representative,145,68,3876.33,Recruiter,0.92
322,Finance,Finance Manager,218,15,8844.34,LinkedIn,0.82
323,Sales,Sales Associate,74,84,4934.77,Referral,0.95
324,Sales,Sales Representative,24,74,3547.23,Recruiter,0.76
325,HR,HR Manager,90,40,9869.92,Recruiter,0.33
326,Finance,Financial Analyst,140,55,2705.38,LinkedIn,0.52
327,Finance,Payroll Specialist,193,60,4303.69,Job Portal,0.72
328,HR,Recruitment Specialist,117,8,7181.33,Job Portal,0.65
329,Engineering,DevOps Engineer,101,59,3646.03,Job Portal,0.36
330,HR,Talent Acquisition,113,30,5313.27,Referral,0.32
331,Sales,Sales Associate,73,67,707.6,Job Portal,0.5
332,Marketing,Content Strategist,77,41,2609.64,Recruiter,0.78
333,Sales,Sales Associate,28,84,8324.45,Job Portal,0.96
334,Finance,Financial Analyst,24,30,1463.03,Recruiter,0.76
335,HR,Recruitment Specialist,98,71,5958.87,Job Portal,0.32
336,Finance,Finance Manager,263,86,2543.74,LinkedIn,0.89
337,Finance,Accountant,245,71,4606.52,Recruiter,0.34
338,Sales,Sales Associate,89,34,7396.02,Referral,0.81
339,Finance,Payroll Specialist,295,10,4759.29,Recruiter,0.61
340,Engineering,Data Engineer,56,30,5217.79,Job Portal,0.48
341,Sales,Business Development Manager,96,21,9754.99,Referral,0.76
342,Product,Product Analyst,187,30,2205.85,Referral,0.79
343,Marketing,SEO Analyst,289,58,6449.31,Recruiter,0.66
344,Sales,Account Executive,52,71,2455.37,LinkedIn,0.86
345,Finance,Finance Manager,290,65,8588.6,Recruiter,0.47
346,Marketing,Marketing Specialist,68,37,7146.58,Referral,0.54
347,Sales,Sales Associate,283,77,7953.49,Job Portal,0.75
348,Finance,Payroll Specialist,167,17,7612.89,Referral,0.63
349,Engineering,DevOps Engineer,197,11,3094.03,LinkedIn,0.36
350,Finance,Financial Analyst,213,36,7341.94,LinkedIn,0.39
351,Engineering,Software Engineer,37,54,4831.88,Job Portal,0.84
352,Product,Product Analyst,158,62,4171.37,Referral,0.82
353,HR,HR Manager,35,48,3933.26,LinkedIn,0.87
354,Finance,Finance Manager,253,17,7075.92,Job Portal,0.38
355,Finance,Accountant,69,40,5795.53,Job Portal,0.53
356,Product,UI Designer,178,54,4573.9,Job Portal,0.84
357,Engineering,DevOps Engineer,283,38,8394.9,Recruiter,0.5
358,Engineering,Data Engineer,295,29,7338.7,Job Portal,0.32
359,Sales,Account Executive,201,48,1558.43,Job Portal,0.85
360,Engineering,Backend Developer,67,67,3607.14,Job Portal,0.54
361,Marketing,Social Media Manager,102,8,7878.22,Referral,0.66
362,Finance,Finance Manager,254,51,6687.66,Job Portal,0.35
363,Marketing,Marketing Specialist,174,56,4558.18,Recruiter,0.5
364,HR,HR Coordinator,192,15,4881.1,LinkedIn,0.88
365,HR,Recruitment Specialist,43,42,5980.15,LinkedIn,0.38
366,Marketing,Marketing Specialist,221,24,1708.45,Job Portal,0.79
367,HR,HR Manager,202,82,2309.18,Referral,0.56
368,Product,Product Manager,233,70,1737.79,Referral,0.56
369,Finance,Finance Manager,90,71,1403.37,Recruiter,0.42
370,Finance,Payroll Specialist,222,66,6979.59,Referral,0.31
371,Product,UX Designer,170,40,2427.25,Job Portal,0.63
372,Sales,Account Executive,46,74,1858.45,Job Portal,0.99
373,Sales,Sales Associate,258,76,7615.67,Recruiter,0.88
374,Engineering,Backend Developer,293,30,5412.4,Job Portal,0.63
375,Engineering,Software Engineer,263,38,4718.98,LinkedIn,0.73
376,HR,Recruitment Specialist,279,34,3876.71,LinkedIn,0.75
377,Sales,Sales Associate,42,80,6142.84,Recruiter,0.91
378,Engineering,Backend Developer,100,67,8400.87,Referral,0.71
379,Sales,Sales Associate,277,84,4260.6,Job Portal,0.95
380,HR,HR Coordinator,49,29,577.2,Recruiter,0.78
381,HR,HR Coordinator,48,45,8924.26,Recruiter,0.42
382,Product,UI Designer,95,47,5604.48,Recruiter,0.67
383,HR,HR Manager,167,7,1730.93,Recruiter,0.49
384,Product,Product Manager,232,42,977.88,Recruiter,0.75
385,Sales,Account Executive,268,36,5674.33,Recruiter,0.55
386,Engineering,Backend Developer,150,21,5178.12,Job Portal,0.92
387,HR,Talent Acquisition,71,45,1509.92,LinkedIn,0.65
388,Engineering,Software Engineer,274,27,6125.98,LinkedIn,0.57
389,Product,Product Analyst,143,39,6841.57,Recruiter,0.75
390,Product,UI Designer,297,87,6574.29,Recruiter,0.78
391,Product,UI Designer,168,33,4274.17,Job Portal,0.95
392,Sales,Account Executive,252,31,3930.08,Job Portal,0.39
393,Marketing,Content Strategist,60,54,6463.79,Job Portal,0.32
394,Engineering,DevOps Engineer,95,51,3912.1,Recruiter,0.7
395,Marketing,Social Media Manager,219,38,6165.57,Job Portal,0.96
396,Marketing,Content Strategist,44,63,9154.89,LinkedIn,0.8
397,HR,Talent Acquisition,30,85,6360.12,Referral,0.64
398,Engineering,Backend Developer,58,8,7295.69,Job Portal,0.35
399,Engineering,Data Engineer,193,17,8176.43,Recruiter,0.97
400,HR,HR Coordinator,95,73,9967.4,Recruiter,0.68
401,Sales,Business Development Manager,167,87,6440.71,LinkedIn,0.41
402,Product,Product Analyst,115,31,4508.46,Recruiter,0.97
403,Engineering,Software Engineer,218,62,4690.42,LinkedIn,0.31
404,Marketing,Marketing Specialist,137,48,7647.02,LinkedIn,0.94
405,Finance,Accountant,25,31,9721.97,Job Portal,0.6
406,Finance,Payroll Specialist,238,42,1738.16,Referral,0.95
407,Marketing,Content Strategist,70,85,6966.14,Recruiter,0.4
408,Marketing,Content Strategist,284,62,4566.49,Referral,0.74
409,Engineering,DevOps Engineer,76,48,6016.29,Referral,0.7
410,Sales,Account Executive,183,25,4439.0,Referral,0.53
411,Sales,Sales Associate,156,51,1872.95,Job Portal,0.51
412,Engineering,Data Engineer,36,71,4798.25,Job Portal,0.48
413,HR,Talent Acquisition,288,86,9529.25,Job Portal,0.61
414,Product,UX Designer,297,14,1280.16,LinkedIn,0.66
415,Finance,Payroll Specialist,108,34,9932.73,Referral,0.44
416,Marketing,SEO Analyst,294,30,977.29,Job Portal,0.74
417,Sales,Business Development Manager,266,74,4263.14,Recruiter,0.32
418,HR,Talent Acquisition,26,70,7336.66,Job Portal,0.75
419,Finance,Finance Manager,51,24,6500.24,Referral,0.98
420,Marketing,Marketing Specialist,265,21,2538.72,Job Portal,0.93
421,Engineering,Data Engineer,114,88,3350.1,LinkedIn,0.85
422,HR,HR Coordinator,63,59,5673.11,Job Portal,0.43
423,Marketing,Marketing Specialist,193,49,9909.44,Referral,0.54
424,Engineering,Backend Developer,156,54,2410.05,Referral,0.62
425,Marketing,Marketing Specialist,194,14,5582.29,LinkedIn,0.44
426,Engineering,Backend Developer,147,82,5763.52,Recruiter,0.68
427,Product,Product Analyst,189,83,5947.81,Job Portal,0.65
428,Engineering,Software Engineer,296,71,7619.49,Job Portal,0.71
429,Finance,Finance Manager,80,81,2597.84,Recruiter,0.82
430,Product,UI Designer,251,18,2361.35,LinkedIn,0.6
431,HR,HR Coordinator,207,22,9203.5,LinkedIn,0.54
432,Sales,Business Development Manager,58,40,5530.61,Job Portal,0.65
